Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
2061,3,9,112.0,4,2,4,424,10,POT_LOYAL
1026,216,16,111.95,2,4,4,244,10,RISK
4213,129,8,111.9,3,2,4,324,9,LOYAL
1476,126,13,111.85,3,4,4,344,11,LOYAL
2925,19,16,111.81,4,4,4,444,12,CHAMP
2991,317,12,111.79,1,3,4,134,8,LOYAL
4323,13,12,111.71,4,3,4,434,11,POT_LOYAL
1742,18,9,111.7,4,2,4,424,10,POT_LOYAL
4872,432,12,111.62,1,3,4,134,8,LOYAL
2478,484,5,111.45,1,1,4,114,6,LOYAL
4326,54,12,111.37,4,3,4,434,11,POT_LOYAL
4463,57,10,111.3,3,3,4,334,10,LOYAL
2401,11,10,111.3,4,3,4,434,11,POT_LOYAL
1896,379,12,111.3,1,3,4,134,8,LOYAL
2097,90,11,111.27,3,3,4,334,10,LOYAL
2128,142,11,111.23,2,3,4,234,9,LOYAL
4469,73,7,111.21,3,2,4,324,9,LOYAL
2562,411,10,111.2,1,3,3,133,7,REGULAR
3203,145,12,111.2,2,3,3,233,8,REGULAR
2358,15,9,111.16,4,2,3,423,9,POT_LOYAL
4579,62,16,111.15,3,4,3,343,10,REGULAR
4891,85,13,111.1,3,4,3,343,10,REGULAR
2406,23,17,110.96,4,4,3,443,11,POT_LOYAL
2320,387,10,110.91,1,3,3,133,7,REGULAR
4444,85,15,110.8,3,4,3,343,10,REGULAR
3998,16,17,110.8,4,4,3,443,11,POT_LOYAL
1454,69,11,110.71,3,3,3,333,9,REGULAR
4975,58,13,110.71,3,4,3,343,10,REGULAR
4939,77,16,110.7,3,4,3,343,10,REGULAR
4077,148,14,110.7,2,4,3,243,9,REGULAR
3588,15,13,110.7,4,4,3,443,11,POT_LOYAL
4814,108,14,110.7,3,4,3,343,10,REGULAR
1863,148,14,110.61,2,4,3,243,9,REGULAR
2325,258,15,110.58,2,4,3,243,9,REGULAR
2666,16,16,110.55,4,4,3,443,11,POT_LOYAL
3864,18,15,110.5,4,4,3,443,11,POT_LOYAL
1946,22,12,110.5,4,3,3,433,10,POT_LOYAL
2104,71,9,110.4,3,2,3,323,8,REGULAR
3364,107,12,110.4,3,3,3,333,9,REGULAR
3656,294,9,110.16,1,2,3,123,6,REGULAR
2339,589,10,110.0,1,3,3,133,7,REGULAR
2129,141,15,109.91,2,4,3,243,9,REGULAR
4893,304,8,109.9,1,2,3,123,6,REGULAR
1808,162,10,109.81,2,3,3,233,8,REGULAR
1073,27,12,109.8,4,3,3,433,10,POT_LOYAL
1844,47,15,109.72,4,4,3,443,11,POT_LOYAL
4224,24,12,109.61,4,3,3,433,10,POT_LOYAL
1588,78,8,109.54,3,2,3,323,8,REGULAR
3675,149,11,109.5,2,3,3,233,8,REGULAR
4785,108,12,109.43,3,3,3,333,9,REGULAR
4741,96,16,109.4,3,4,3,343,10,REGULAR
1776,259,14,109.3,2,4,3,243,9,REGULAR
2231,27,15,109.21,4,4,3,443,11,POT_LOYAL
4606,229,13,109.2,2,4,3,243,9,REGULAR
1892,40,15,109.12,4,4,3,443,11,POT_LOYAL
1655,40,9,109.1,4,2,3,423,9,POT_LOYAL
4531,75,17,109.07,3,4,3,343,10,REGULAR
3275,65,8,109.0,3,2,3,323,8,REGULAR
4281,73,13,108.96,3,4,3,343,10,REGULAR
2262,56,10,108.96,4,3,3,433,10,POT_LOYAL
1185,128,10,108.9,3,3,3,333,9,REGULAR
2176,144,13,108.8,2,4,3,243,9,REGULAR
4852,131,20,108.8,3,4,3,343,10,REGULAR
1754,104,14,108.8,3,4,3,343,10,REGULAR
4855,243,10,108.8,2,3,3,233,8,REGULAR
4827,33,14,108.7,4,4,3,443,11,POT_LOYAL
3348,25,14,108.65,4,4,3,443,11,POT_LOYAL
1557,148,4,108.6,2,1,3,213,6,REGULAR
2204,94,12,108.6,3,3,3,333,9,REGULAR
4120,19,11,108.6,4,3,3,433,10,POT_LOYAL
4618,14,12,108.5,4,3,3,433,10,POT_LOYAL
4627,12,4,108.5,4,1,3,413,8,REGULAR
2102,234,12,108.5,2,3,3,233,8,REGULAR
3669,323,12,108.48,1,3,3,133,7,REGULAR
1491,0,11,108.4,4,3,3,433,10,POT_LOYAL
2727,15,10,108.4,4,3,3,433,10,POT_LOYAL
2246,123,5,108.3,3,1,3,313,7,REGULAR
1277,29,15,108.21,4,4,3,443,11,POT_LOYAL
1297,382,9,108.15,1,2,3,123,6,REGULAR
1806,177,10,108.12,2,3,3,233,8,REGULAR
2226,296,13,108.1,1,4,3,143,8,REGULAR
1951,69,6,108.1,3,1,3,313,7,REGULAR
4015,278,17,108.04,1,4,3,143,8,REGULAR
3390,29,11,108.04,4,3,3,433,10,POT_LOYAL
2083,53,12,108.0,4,3,3,433,10,POT_LOYAL
1757,7,15,108.0,4,4,3,443,11,POT_LOYAL
4712,381,10,107.9,1,3,3,133,7,REGULAR
4769,101,12,107.85,3,3,3,333,9,REGULAR
3133,5,8,107.8,4,2,3,423,9,POT_LOYAL
1211,220,16,107.76,2,4,3,243,9,REGULAR
2395,408,5,107.61,1,1,3,113,5,REGULAR
1028,172,13,107.6,2,4,3,243,9,REGULAR
2162,194,10,107.51,2,3,3,233,8,REGULAR
1290,99,13,107.5,3,4,3,343,10,REGULAR
2107,33,18,107.5,4,4,3,443,11,POT_LOYAL
3190,39,12,107.46,4,3,3,433,10,POT_LOYAL
3793,145,18,107.42,2,4,3,243,9,REGULAR
1285,162,14,107.41,2,4,3,243,9,REGULAR
4673,385,7,107.4,1,2,3,123,6,REGULAR
4793,36,10,107.4,4,3,3,433,10,POT_LOYAL
4680,125,9,107.39,3,2,3,323,8,REGULAR
4906,91,11,107.35,3,3,3,333,9,REGULAR
4358,54,6,107.31,4,1,3,413,8,REGULAR
2300,102,10,107.3,3,3,3,333,9,REGULAR
1634,27,19,107.3,4,4,3,443,11,POT_LOYAL
1810,443,12,107.2,1,3,3,133,7,REGULAR
2711,108,14,107.2,3,4,3,343,10,REGULAR
1428,346,13,107.14,1,4,3,143,8,REGULAR
1656,61,12,107.14,3,3,3,333,9,REGULAR
2730,50,11,107.11,4,3,3,433,10,POT_LOYAL
1724,112,11,107.0,3,3,3,333,9,REGULAR
1475,13,10,106.93,4,3,3,433,10,POT_LOYAL
3997,79,10,106.9,3,3,3,333,9,REGULAR
1603,91,15,106.75,3,4,3,343,10,REGULAR
1835,191,10,106.65,2,3,3,233,8,REGULAR
4704,131,11,106.61,3,3,3,333,9,REGULAR
2813,44,15,106.61,4,4,3,443,11,POT_LOYAL
1396,161,8,106.52,2,2,3,223,7,REGULAR
1097,59,17,106.49,3,4,3,343,10,REGULAR
2364,113,15,106.3,3,4,3,343,10,REGULAR
3583,27,15,106.2,4,4,3,443,11,POT_LOYAL
1450,44,15,106.1,4,4,3,443,11,POT_LOYAL
4227,132,7,106.1,3,2,3,323,8,REGULAR
4922,13,10,106.0,4,3,3,433,10,POT_LOYAL
1978,299,6,105.9,1,1,3,113,5,REGULAR
2255,12,12,105.85,4,3,3,433,10,POT_LOYAL
2337,137,13,105.8,3,4,3,343,10,REGULAR
2362,37,14,105.75,4,4,3,443,11,POT_LOYAL
2909,236,11,105.7,2,3,3,233,8,REGULAR
4455,4,16,105.66,4,4,3,443,11,POT_LOYAL
3685,126,9,105.57,3,2,3,323,8,REGULAR
1788,10,16,105.55,4,4,3,443,11,POT_LOYAL
4207,124,15,105.55,3,4,3,343,10,REGULAR
1652,288,12,105.5,1,3,3,133,7,REGULAR
3094,85,17,105.46,3,4,3,343,10,REGULAR
4693,134,18,105.39,3,4,3,343,10,REGULAR
4812,217,15,105.31,2,4,3,243,9,REGULAR
1468,82,15,105.24,3,4,3,343,10,REGULAR
2656,14,10,105.1,4,3,3,433,10,POT_LOYAL
2509,168,8,105.1,2,2,3,223,7,REGULAR
1884,19,12,105.05,4,3,3,433,10,POT_LOYAL
2873,118,16,105.0,3,4,3,343,10,REGULAR
4134,32,14,104.95,4,4,3,443,11,POT_LOYAL
1252,261,10,104.9,2,3,3,233,8,REGULAR
1825,39,13,104.9,4,4,3,443,11,POT_LOYAL
4843,231,11,104.85,2,3,3,233,8,REGULAR
3214,8,15,104.81,4,4,3,443,11,POT_LOYAL
2469,98,13,104.8,3,4,3,343,10,REGULAR
1381,282,15,104.75,1,4,3,143,8,REGULAR
1016,86,11,104.7,3,3,3,333,9,REGULAR
4660,173,8,104.7,2,2,3,223,7,REGULAR
2701,501,11,104.69,1,3,3,133,7,REGULAR
4373,140,7,104.6,2,2,3,223,7,REGULAR
2590,14,10,104.51,4,3,3,433,10,POT_LOYAL
3342,191,8,104.5,2,2,3,223,7,REGULAR
2236,330,13,104.36,1,4,3,143,8,REGULAR
2691,56,10,104.31,4,3,3,433,10,POT_LOYAL
1092,82,20,104.31,3,4,3,343,10,REGULAR
4217,12,25,104.25,4,4,3,443,11,POT_LOYAL
3226,431,8,104.2,1,2,3,123,6,REGULAR
3790,63,13,104.1,3,4,3,343,10,REGULAR
3721,179,10,104.03,2,3,3,233,8,REGULAR
1735,511,5,104.0,1,1,3,113,5,REGULAR
1992,124,8,103.8,3,2,3,323,8,REGULAR
3355,28,6,103.8,4,1,3,413,8,REGULAR
1326,51,11,103.8,4,3,3,433,10,POT_LOYAL
3281,66,6,103.7,3,1,3,313,7,REGULAR
3137,128,18,103.7,3,4,3,343,10,REGULAR
4274,91,12,103.6,3,3,3,333,9,REGULAR
2196,82,14,103.4,3,4,3,343,10,REGULAR
1591,285,10,103.2,1,3,3,133,7,REGULAR
2604,101,14,103.11,3,4,3,343,10,REGULAR
2081,342,10,103.01,1,3,3,133,7,REGULAR
1559,88,7,103.0,3,2,3,323,8,REGULAR
3421,232,11,102.75,2,3,3,233,8,REGULAR
1083,327,7,102.7,1,2,3,123,6,REGULAR
1440,24,12,102.62,4,3,3,433,10,POT_LOYAL
4554,125,9,102.6,3,2,3,323,8,REGULAR
2175,299,13,102.52,1,4,3,143,8,REGULAR
1767,67,12,102.36,3,3,3,333,9,REGULAR
4042,13,16,102.35,4,4,3,443,11,POT_LOYAL
3728,48,13,102.35,4,4,3,443,11,POT_LOYAL
2305,93,7,102.35,3,2,3,323,8,REGULAR
1612,54,16,102.3,4,4,3,443,11,POT_LOYAL
2633,33,16,102.2,4,4,3,443,11,POT_LOYAL
1406,2,12,102.2,4,3,3,433,10,POT_LOYAL
4845,79,8,102.2,3,2,3,323,8,REGULAR
3409,19,13,102.2,4,4,3,443,11,POT_LOYAL
2937,152,17,102.16,2,4,3,243,9,REGULAR
3470,87,9,102.14,3,2,3,323,8,REGULAR
3917,108,13,102.14,3,4,3,343,10,REGULAR
4817,10,12,102.0,4,3,3,433,10,POT_LOYAL
2037,255,8,101.95,2,2,3,223,7,REGULAR
4645,1,20,101.9,4,4,3,443,11,POT_LOYAL
4060,19,7,101.9,4,2,3,423,9,POT_LOYAL
2055,52,17,101.85,4,4,3,443,11,POT_LOYAL
4175,335,7,101.8,1,2,3,123,6,REGULAR
4239,322,4,101.8,1,1,3,113,5,REGULAR
2815,111,8,101.8,3,2,3,323,8,REGULAR
3107,44,14,101.7,4,4,3,443,11,POT_LOYAL
2191,50,10,101.67,4,3,3,433,10,POT_LOYAL
4201,77,12,101.66,3,3,3,333,9,REGULAR
2359,124,13,101.62,3,4,3,343,10,REGULAR
1587,182,13,101.62,2,4,3,243,9,REGULAR
4519,57,5,101.6,3,1,3,313,7,REGULAR
1153,22,17,101.5,4,4,3,443,11,POT_LOYAL
1276,37,13,101.5,4,4,3,443,11,POT_LOYAL
1958,180,7,101.5,2,2,3,223,7,REGULAR
3758,117,13,101.4,3,4,3,343,10,REGULAR
2693,58,11,101.4,3,3,3,333,9,REGULAR
4757,197,12,101.4,2,3,3,233,8,REGULAR
3030,381,10,101.4,1,3,3,133,7,REGULAR
1716,501,8,101.2,1,2,3,123,6,REGULAR
2893,18,11,101.11,4,3,3,433,10,POT_LOYAL
3937,41,10,101.11,4,3,3,433,10,POT_LOYAL
1380,39,11,101.1,4,3,3,433,10,POT_LOYAL
1779,63,9,101.1,3,2,3,323,8,REGULAR
1968,88,11,101.01,3,3,3,333,9,REGULAR
1361,113,17,100.9,3,4,3,343,10,REGULAR
2238,24,12,100.9,4,3,3,433,10,POT_LOYAL
3229,145,12,100.8,2,3,3,233,8,REGULAR
2879,2,13,100.7,4,4,3,443,11,POT_LOYAL
1970,567,9,100.7,1,2,3,123,6,REGULAR
2459,99,13,100.7,3,4,3,343,10,REGULAR
1191,144,6,100.6,2,1,3,213,6,REGULAR
2646,49,7,100.6,4,2,3,423,9,POT_LOYAL
1505,64,8,100.56,3,2,3,323,8,REGULAR
2518,180,12,100.5,2,3,3,233,8,REGULAR
1789,69,10,100.4,3,3,3,333,9,REGULAR
2391,25,15,100.4,4,4,3,443,11,POT_LOYAL
3572,174,4,100.4,2,1,3,213,6,REGULAR
3051,31,13,100.2,4,4,3,443,11,POT_LOYAL
3140,125,12,100.13,3,3,3,333,9,REGULAR
4871,45,7,100.12,4,2,3,423,9,POT_LOYAL
1663,49,13,100.11,4,4,3,443,11,POT_LOYAL
2688,38,13,100.1,4,4,3,443,11,POT_LOYAL
3595,13,17,100.1,4,4,3,443,11,POT_LOYAL
3176,151,13,100.1,2,4,3,243,9,REGULAR
1710,25,6,100.0,4,1,3,413,8,REGULAR
1001,242,12,100.0,2,3,3,233,8,REGULAR
3846,336,12,99.97,1,3,3,133,7,REGULAR
2286,26,6,99.9,4,1,3,413,8,REGULAR
3976,101,13,99.89,3,4,3,343,10,REGULAR
1390,303,12,99.87,1,3,3,133,7,REGULAR
2581,16,12,99.85,4,3,3,433,10,POT_LOYAL
4698,66,7,99.8,3,2,3,323,8,REGULAR
1928,104,9,99.8,3,2,3,323,8,REGULAR
2519,210,14,99.7,2,4,3,243,9,REGULAR
1256,123,12,99.65,3,3,3,333,9,REGULAR
4384,99,14,99.6,3,4,3,343,10,REGULAR
4883,124,10,99.52,3,3,3,333,9,REGULAR
3751,363,9,99.5,1,2,3,123,6,REGULAR
4990,16,8,99.41,4,2,3,423,9,POT_LOYAL
4255,119,11,99.37,3,3,3,333,9,REGULAR
2496,28,8,99.36,4,2,3,423,9,POT_LOYAL
4809,93,12,99.26,3,3,3,333,9,REGULAR
1850,294,8,99.21,1,2,3,123,6,REGULAR
1901,31,12,99.21,4,3,3,433,10,POT_LOYAL
3919,84,10,99.2,3,3,3,333,9,REGULAR
2761,249,15,99.18,2,4,3,243,9,REGULAR
4879,79,9,99.15,3,2,3,323,8,REGULAR
3005,171,11,99.1,2,3,3,233,8,REGULAR
2678,32,11,99.05,4,3,3,433,10,POT_LOYAL
1045,35,8,98.9,4,2,3,423,9,POT_LOYAL
1922,84,19,98.9,3,4,3,343,10,REGULAR
3062,151,11,98.82,2,3,3,233,8,REGULAR
2817,8,10,98.8,4,3,3,433,10,POT_LOYAL
4295,65,11,98.71,3,3,3,333,9,REGULAR
4600,169,11,98.65,2,3,3,233,8,REGULAR
3591,119,8,98.65,3,2,3,323,8,REGULAR
2245,229,8,98.56,2,2,3,223,7,REGULAR
2563,1,14,98.55,4,4,3,443,11,POT_LOYAL
4395,188,8,98.5,2,2,3,223,7,REGULAR
4700,186,16,98.45,2,4,3,243,9,REGULAR
2574,19,11,98.44,4,3,3,433,10,POT_LOYAL
3548,202,15,98.42,2,4,3,243,9,REGULAR
2430,344,12,98.4,1,3,3,133,7,REGULAR
1699,96,10,98.4,3,3,3,333,9,REGULAR
1358,1,12,98.4,4,3,3,433,10,POT_LOYAL
1233,139,19,98.36,2,4,3,243,9,REGULAR
3529,108,15,98.35,3,4,3,343,10,REGULAR
4101,244,8,98.3,2,2,3,223,7,REGULAR
2867,7,15,98.22,4,4,3,443,11,POT_LOYAL
4482,30,11,98.2,4,3,3,433,10,POT_LOYAL
4646,152,12,98.14,2,3,3,233,8,REGULAR
2393,257,14,98.1,2,4,3,243,9,REGULAR
4981,354,9,98.1,1,2,3,123,6,REGULAR
4942,37,10,98.1,4,3,3,433,10,POT_LOYAL
4959,183,12,98.1,2,3,3,233,8,REGULAR
1492,335,11,98.0,1,3,3,133,7,REGULAR
2719,214,14,98.0,2,4,3,243,9,REGULAR
3789,79,11,97.92,3,3,3,333,9,REGULAR
2756,37,10,97.9,4,3,3,433,10,POT_LOYAL
4402,447,5,97.9,1,1,3,113,5,REGULAR
2291,101,12,97.85,3,3,3,333,9,REGULAR
3349,536,8,97.81,1,2,3,123,6,REGULAR
3228,338,8,97.81,1,2,3,123,6,REGULAR
2332,15,13,97.81,4,4,3,443,11,POT_LOYAL
4717,228,15,97.74,2,4,3,243,9,REGULAR
2154,290,11,97.7,1,3,3,133,7,REGULAR
2589,245,18,97.64,2,4,3,243,9,REGULAR
2502,259,14,97.62,2,4,3,243,9,REGULAR
1183,184,16,97.6,2,4,3,243,9,REGULAR
3099,165,12,97.6,2,3,3,233,8,REGULAR
4821,32,14,97.6,4,4,3,443,11,POT_LOYAL
4230,55,9,97.6,4,2,3,423,9,POT_LOYAL
2525,44,11,97.54,4,3,3,433,10,POT_LOYAL
4313,155,10,97.42,2,3,3,233,8,REGULAR
1391,131,13,97.4,3,4,3,343,10,REGULAR
1882,96,6,97.4,3,1,3,313,7,REGULAR
1814,40,12,97.4,4,3,3,433,10,POT_LOYAL
4765,178,8,97.35,2,2,3,223,7,REGULAR
1372,188,10,97.31,2,3,3,233,8,REGULAR
4068,19,12,97.3,4,3,3,433,10,POT_LOYAL
4691,79,8,97.26,3,2,3,323,8,REGULAR
1731,40,12,97.2,4,3,3,433,10,POT_LOYAL
4610,164,12,97.05,2,3,3,233,8,REGULAR
4012,228,13,97.0,2,4,3,243,9,REGULAR
2047,10,12,96.81,4,3,3,433,10,POT_LOYAL
1488,32,8,96.8,4,2,3,423,9,POT_LOYAL
4993,324,10,96.79,1,3,3,133,7,REGULAR
1176,135,14,96.66,3,4,3,343,10,REGULAR
3215,162,10,96.65,2,3,3,233,8,REGULAR
2803,430,11,96.62,1,3,3,133,7,REGULAR
1206,229,14,96.61,2,4,3,243,9,REGULAR
3842,77,9,96.6,3,2,3,323,8,REGULAR
2897,337,6,96.6,1,1,3,113,5,REGULAR
1363,77,13,96.6,3,4,3,343,10,REGULAR
3643,101,15,96.59,3,4,3,343,10,REGULAR
4105,27,10,96.5,4,3,3,433,10,POT_LOYAL
3693,44,8,96.5,4,2,3,423,9,POT_LOYAL
1032,129,16,96.46,3,4,3,343,10,REGULAR
3745,126,13,96.44,3,4,3,343,10,REGULAR
3262,22,16,96.41,4,4,3,443,11,POT_LOYAL
3022,45,9,96.4,4,2,3,423,9,POT_LOYAL
2751,330,11,96.38,1,3,3,133,7,REGULAR
3323,21,11,96.36,4,3,3,433,10,POT_LOYAL
4715,385,12,96.3,1,3,3,133,7,REGULAR
2515,161,12,96.29,2,3,3,233,8,REGULAR
4892,261,12,96.2,2,3,3,233,8,REGULAR
3153,83,16,96.2,3,4,3,343,10,REGULAR
2901,508,8,96.16,1,2,3,123,6,REGULAR
1432,148,11,96.1,2,3,3,233,8,REGULAR
2641,304,12,96.1,1,3,3,133,7,REGULAR
2982,188,12,95.91,2,3,3,233,8,REGULAR
4932,40,14,95.91,4,4,3,443,11,POT_LOYAL
1856,65,8,95.9,3,2,3,323,8,REGULAR
2910,26,15,95.8,4,4,3,443,11,POT_LOYAL
2208,153,8,95.8,2,2,3,223,7,REGULAR
2556,124,10,95.8,3,3,3,333,9,REGULAR
1553,162,14,95.7,2,4,3,243,9,REGULAR
4688,89,16,95.6,3,4,3,343,10,REGULAR
4796,127,14,95.6,3,4,3,343,10,REGULAR
4676,349,12,95.5,1,3,3,133,7,REGULAR
3117,91,12,95.5,3,3,3,333,9,REGULAR
2535,50,13,95.5,4,4,3,443,11,POT_LOYAL
4467,38,11,95.4,4,3,3,433,10,POT_LOYAL
2092,54,16,95.31,4,4,3,443,11,POT_LOYAL
4862,229,12,95.31,2,3,3,233,8,REGULAR
2049,84,9,95.3,3,2,3,323,8,REGULAR
1479,229,14,95.29,2,4,3,243,9,REGULAR
2127,41,12,95.22,4,3,3,433,10,POT_LOYAL
1278,21,15,95.2,4,4,3,443,11,POT_LOYAL
4914,31,9,95.16,4,2,3,423,9,POT_LOYAL
2054,15,12,95.12,4,3,3,433,10,POT_LOYAL
3100,221,12,95.1,2,3,3,233,8,REGULAR
2986,225,17,95.1,2,4,3,243,9,REGULAR
1582,146,6,95.06,2,1,3,213,6,REGULAR
3312,6,9,95.05,4,2,3,423,9,POT_LOYAL
3972,205,14,95.0,2,4,3,243,9,REGULAR
1836,113,6,95.0,3,1,3,313,7,REGULAR
1130,103,11,94.96,3,3,3,333,9,REGULAR
2200,81,10,94.9,3,3,3,333,9,REGULAR
3433,90,7,94.9,3,2,3,323,8,REGULAR
3882,72,12,94.85,3,3,3,333,9,REGULAR
1043,354,8,94.7,1,2,3,123,6,REGULAR
1641,190,12,94.7,2,3,3,233,8,REGULAR
4214,84,13,94.61,3,4,3,343,10,REGULAR
1018,221,8,94.6,2,2,3,223,7,REGULAR
1213,107,11,94.6,3,3,3,333,9,REGULAR
4750,100,11,94.52,3,3,3,333,9,REGULAR
1503,135,9,94.5,3,2,3,323,8,REGULAR
3089,74,11,94.5,3,3,3,333,9,REGULAR
1335,73,12,94.45,3,3,3,333,9,REGULAR
2170,195,10,94.45,2,3,3,233,8,REGULAR
4232,11,12,94.45,4,3,3,433,10,POT_LOYAL
3343,234,10,94.44,2,3,3,233,8,REGULAR
1086,2,14,94.4,4,4,3,443,11,POT_LOYAL
4969,218,13,94.36,2,4,3,243,9,REGULAR
2906,175,11,94.35,2,3,3,233,8,REGULAR
4036,218,12,94.35,2,3,3,233,8,REGULAR
4678,13,12,94.2,4,3,3,433,10,POT_LOYAL
2290,111,11,94.2,3,3,3,333,9,REGULAR
4269,273,9,94.2,1,2,3,123,6,REGULAR
1108,153,12,94.06,2,3,3,233,8,REGULAR
1967,64,15,93.95,3,4,3,343,10,REGULAR
1109,268,12,93.9,2,3,3,233,8,REGULAR
1473,89,10,93.9,3,3,3,333,9,REGULAR
2265,96,14,93.85,3,4,3,343,10,REGULAR
1611,270,10,93.85,2,3,3,233,8,REGULAR
2419,130,9,93.8,3,2,3,323,8,REGULAR
1899,67,12,93.64,3,3,3,333,9,REGULAR
3713,333,8,93.61,1,2,3,123,6,REGULAR
4890,107,12,93.6,3,3,3,333,9,REGULAR
2306,82,13,93.54,3,4,3,343,10,REGULAR
4050,177,9,93.5,2,2,3,223,7,REGULAR
1293,65,11,93.47,3,3,3,333,9,REGULAR
3996,121,6,93.41,3,1,3,313,7,REGULAR
1443,82,11,93.4,3,3,3,333,9,REGULAR
2137,614,4,93.3,1,1,3,113,5,REGULAR
1532,193,6,93.3,2,1,3,213,6,REGULAR
1923,24,12,93.16,4,3,3,433,10,POT_LOYAL
2947,167,7,93.11,2,2,3,223,7,REGULAR
1515,32,13,93.1,4,4,3,443,11,POT_LOYAL
4923,98,13,93.07,3,4,3,343,10,REGULAR
4345,336,6,93.06,1,1,3,113,5,REGULAR
4997,3,6,93.01,4,1,3,413,8,REGULAR
2376,216,8,93.0,2,2,3,223,7,REGULAR
2149,221,9,93.0,2,2,3,223,7,REGULAR
3083,467,10,92.97,1,3,3,133,7,REGULAR
1377,291,11,92.9,1,3,3,133,7,REGULAR
3894,17,12,92.9,4,3,3,433,10,POT_LOYAL
2792,67,15,92.9,3,4,3,343,10,REGULAR
2764,2,13,92.76,4,4,3,443,11,POT_LOYAL
1355,102,13,92.71,3,4,3,343,10,REGULAR
1551,141,13,92.7,2,4,3,243,9,REGULAR
4059,237,9,92.7,2,2,3,223,7,REGULAR
1288,458,7,92.68,1,2,3,123,6,REGULAR
4008,225,9,92.63,2,2,3,223,7,REGULAR
3527,92,12,92.62,3,3,3,333,9,REGULAR
3205,19,13,92.6,4,4,3,443,11,POT_LOYAL
3109,184,9,92.41,2,2,3,223,7,REGULAR
3797,105,14,92.41,3,4,3,343,10,REGULAR
1427,34,16,92.4,4,4,3,443,11,POT_LOYAL
2439,60,10,92.34,3,3,3,333,9,REGULAR
2579,266,6,92.3,2,1,3,213,6,REGULAR
1893,270,8,92.3,2,2,3,223,7,REGULAR
4634,229,8,92.2,2,2,3,223,7,REGULAR
3672,216,13,92.2,2,4,3,243,9,REGULAR
3104,209,18,92.15,2,4,3,243,9,REGULAR
4308,25,19,92.12,4,4,3,443,11,POT_LOYAL
4180,49,13,92.11,4,4,3,443,11,POT_LOYAL
1797,411,11,92.09,1,3,3,133,7,REGULAR
4596,208,10,92.0,2,3,3,233,8,REGULAR
1281,211,9,91.91,2,2,3,223,7,REGULAR
1838,280,10,91.91,1,3,3,133,7,REGULAR
4283,558,7,91.91,1,2,3,123,6,REGULAR
4119,235,9,91.81,2,2,3,223,7,REGULAR
3321,5,14,91.8,4,4,3,443,11,POT_LOYAL
3799,415,6,91.8,1,1,3,113,5,REGULAR
3661,33,12,91.74,4,3,3,433,10,POT_LOYAL
2971,337,7,91.62,1,2,3,123,6,REGULAR
4038,54,14,91.6,4,4,3,443,11,POT_LOYAL
4456,144,17,91.55,2,4,3,243,9,REGULAR
4406,217,17,91.43,2,4,3,243,9,REGULAR
1033,198,12,91.31,2,3,3,233,8,REGULAR
1966,433,16,91.24,1,4,3,143,8,REGULAR
4054,238,5,91.2,2,1,3,213,6,REGULAR
2569,167,7,91.1,2,2,3,223,7,REGULAR
2019,46,18,91.1,4,4,3,443,11,POT_LOYAL
4808,132,11,91.08,3,3,3,333,9,REGULAR
2217,28,8,91.05,4,2,3,423,9,POT_LOYAL
3334,241,9,91.0,2,2,3,223,7,REGULAR
3471,79,10,90.9,3,3,3,333,9,REGULAR
3306,1,16,90.8,4,4,3,443,11,POT_LOYAL
2532,177,12,90.76,2,3,3,233,8,REGULAR
1320,345,10,90.72,1,3,3,133,7,REGULAR
3193,333,13,90.61,1,4,3,143,8,REGULAR
2279,400,8,90.6,1,2,3,123,6,REGULAR
3315,41,13,90.5,4,4,3,443,11,POT_LOYAL
1069,132,10,90.46,3,3,3,333,9,REGULAR
3913,284,12,90.42,1,3,3,133,7,REGULAR
3646,144,9,90.4,2,2,3,223,7,REGULAR
2916,200,13,90.39,2,4,3,243,9,REGULAR
1371,233,6,90.3,2,1,3,213,6,REGULAR
4098,327,11,90.11,1,3,3,133,7,REGULAR
2131,125,12,90.0,3,3,3,333,9,REGULAR
3778,27,12,89.9,4,3,3,433,10,POT_LOYAL
3185,303,11,89.9,1,3,3,133,7,REGULAR
3138,255,13,89.9,2,4,3,243,9,REGULAR
4204,75,10,89.84,3,3,3,333,9,REGULAR
4106,127,13,89.81,3,4,3,343,10,REGULAR
1011,21,13,89.8,4,4,3,443,11,POT_LOYAL
4084,57,11,89.8,3,3,3,333,9,REGULAR
4206,384,14,89.75,1,4,3,143,8,REGULAR
2355,159,12,89.71,2,3,3,233,8,REGULAR
3556,91,10,89.66,3,3,3,333,9,REGULAR
4464,70,17,89.6,3,4,3,343,10,REGULAR
2237,324,9,89.6,1,2,3,123,6,REGULAR
3524,395,12,89.55,1,3,3,133,7,REGULAR
2277,346,7,89.46,1,2,3,123,6,REGULAR
4226,24,9,89.45,4,2,3,423,9,POT_LOYAL
2975,67,13,89.4,3,4,3,343,10,REGULAR
1308,291,8,89.4,1,2,3,123,6,REGULAR
3029,213,6,89.36,2,1,3,213,6,REGULAR
1010,152,12,89.36,2,3,3,233,8,REGULAR
4127,48,11,89.35,4,3,3,433,10,POT_LOYAL
1155,3,8,89.3,4,2,3,423,9,POT_LOYAL
4641,31,10,89.3,4,3,3,433,10,POT_LOYAL
3744,22,12,89.3,4,3,3,433,10,POT_LOYAL
